AnalyticalRecord,Passage,Analysis,List
urn:cite:ptolemy:geotype_ex.771,urn:cts:greekLit:tlg0363.tlg009.hc01:5.3.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.772,urn:cts:greekLit:tlg0363.tlg009.hc01:5.3.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.773,urn:cts:greekLit:tlg0363.tlg009.hc01:5.3.4,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.774,urn:cts:greekLit:tlg0363.tlg009.hc01:5.3.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.775,urn:cts:greekLit:tlg0363.tlg009.hc01:5.3.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.776,urn:cts:greekLit:tlg0363.tlg009.hc01:5.3.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.777,urn:cts:greekLit:tlg0363.tlg009.hc01:5.3.8,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.778,urn:cts:greekLit:tlg0363.tlg009.hc01:5.3.9,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.779,urn:cts:greekLit:tlg0363.tlg009.hc01:5.4.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.780,urn:cts:greekLit:tlg0363.tlg009.hc01:5.4.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.781,urn:cts:greekLit:tlg0363.tlg009.hc01:5.4.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.782,urn:cts:greekLit:tlg0363.tlg009.hc01:5.4.4,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.783,urn:cts:greekLit:tlg0363.tlg009.hc01:5.4.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.784,urn:cts:greekLit:tlg0363.tlg009.hc01:5.4.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.785,urn:cts:greekLit:tlg0363.tlg009.hc01:5.4.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.786,urn:cts:greekLit:tlg0363.tlg009.hc01:5.4.8,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.787,urn:cts:greekLit:tlg0363.tlg009.hc01:5.4.9,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.788,urn:cts:greekLit:tlg0363.tlg009.hc01:5.4.10,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.789,urn:cts:greekLit:tlg0363.tlg009.hc01:5.4.11,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.790,urn:cts:greekLit:tlg0363.tlg009.hc01:5.4.12,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.791,urn:cts:greekLit:tlg0363.tlg009.hc01:5.5.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.792,urn:cts:greekLit:tlg0363.tlg009.hc01:5.5.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.793,urn:cts:greekLit:tlg0363.tlg009.hc01:5.5.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.794,urn:cts:greekLit:tlg0363.tlg009.hc01:5.5.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.795,urn:cts:greekLit:tlg0363.tlg009.hc01:5.5.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.796,urn:cts:greekLit:tlg0363.tlg009.hc01:5.5.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.797,urn:cts:greekLit:tlg0363.tlg009.hc01:5.5.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.798,urn:cts:greekLit:tlg0363.tlg009.hc01:5.5.8,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.799,urn:cts:greekLit:tlg0363.tlg009.hc01:5.5.9,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.800,urn:cts:greekLit:tlg0363.tlg009.hc01:5.5.10,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.801,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.802,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.803,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.804,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.805,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.806,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.807,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.808,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.8,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.809,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.9,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.810,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.10,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.811,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.11,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.812,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.12,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.813,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.13,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.814,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.14,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.815,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.15,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.816,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.16,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.817,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.17,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.818,urn:cts:greekLit:tlg0363.tlg009.hc01:5.6.18,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.819,urn:cts:greekLit:tlg0363.tlg009.hc01:5.7.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.820,urn:cts:greekLit:tlg0363.tlg009.hc01:5.7.2,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.821,urn:cts:greekLit:tlg0363.tlg009.hc01:5.7.3,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.822,urn:cts:greekLit:tlg0363.tlg009.hc01:5.7.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.823,urn:cts:greekLit:tlg0363.tlg009.hc01:5.7.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.824,urn:cts:greekLit:tlg0363.tlg009.hc01:5.7.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.825,urn:cts:greekLit:tlg0363.tlg009.hc01:5.7.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.826,urn:cts:greekLit:tlg0363.tlg009.hc01:5.7.8,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.827,urn:cts:greekLit:tlg0363.tlg009.hc01:5.7.9,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.828,urn:cts:greekLit:tlg0363.tlg009.hc01:5.7.10,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.829,urn:cts:greekLit:tlg0363.tlg009.hc01:5.7.11,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.830,urn:cts:greekLit:tlg0363.tlg009.hc01:5.7.12,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.831,urn:cts:greekLit:tlg0363.tlg009.hc01:5.8.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.832,urn:cts:greekLit:tlg0363.tlg009.hc01:5.8.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.833,urn:cts:greekLit:tlg0363.tlg009.hc01:5.8.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.834,urn:cts:greekLit:tlg0363.tlg009.hc01:5.8.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.835,urn:cts:greekLit:tlg0363.tlg009.hc01:5.8.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.836,urn:cts:greekLit:tlg0363.tlg009.hc01:5.8.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.837,urn:cts:greekLit:tlg0363.tlg009.hc01:5.8.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.838,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.839,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.840,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.841,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.842,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.843,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.844,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.7,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.845,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.8,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.846,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.9,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.847,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.10,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.848,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.11,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.849,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.12,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.850,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.13,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.851,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.14,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.852,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.15,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.853,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.16,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.854,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.17,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.855,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.18,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.856,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.19,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.857,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.20,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.858,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.21,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.859,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.22,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.860,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.23,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.861,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.24,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.862,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.25,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.863,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.26,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.864,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.27,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.865,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.28,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.866,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.29,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.867,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.30,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.868,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.31,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.869,urn:cts:greekLit:tlg0363.tlg009.hc01:5.9.32,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.870,urn:cts:greekLit:tlg0363.tlg009.hc01:5.10.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.871,urn:cts:greekLit:tlg0363.tlg009.hc01:5.10.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.872,urn:cts:greekLit:tlg0363.tlg009.hc01:5.10.3,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.873,urn:cts:greekLit:tlg0363.tlg009.hc01:5.10.4,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.874,urn:cts:greekLit:tlg0363.tlg009.hc01:5.10.5,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.875,urn:cts:greekLit:tlg0363.tlg009.hc01:5.10.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.876,urn:cts:greekLit:tlg0363.tlg009.hc01:5.11.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.877,urn:cts:greekLit:tlg0363.tlg009.hc01:5.11.2,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.878,urn:cts:greekLit:tlg0363.tlg009.hc01:5.11.3,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.879,urn:cts:greekLit:tlg0363.tlg009.hc01:5.12.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.880,urn:cts:greekLit:tlg0363.tlg009.hc01:5.12.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.881,urn:cts:greekLit:tlg0363.tlg009.hc01:5.12.3,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.882,urn:cts:greekLit:tlg0363.tlg009.hc01:5.12.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.883,urn:cts:greekLit:tlg0363.tlg009.hc01:5.12.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.884,urn:cts:greekLit:tlg0363.tlg009.hc01:5.12.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.885,urn:cts:greekLit:tlg0363.tlg009.hc01:5.12.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.886,urn:cts:greekLit:tlg0363.tlg009.hc01:5.12.8,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.887,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.888,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.2,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.889,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.3,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.890,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.4,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.891,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.5,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.892,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.6,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.893,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.7,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.894,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.8,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.895,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.9,urn:cite:ptolemy:geotype.2,
urn:cite:ptolemy:geotype_ex.896,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.10,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.897,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.11,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.898,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.12,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.899,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.13,urn:cite:ptolemy:geotype.2,
urn:cite:ptolemy:geotype_ex.900,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.14,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.901,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.15,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.902,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.16,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.903,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.17,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.904,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.18,urn:cite:ptolemy:geotype.2,
urn:cite:ptolemy:geotype_ex.905,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.19,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.906,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.20,urn:cite:ptolemy:geotype.2,
urn:cite:ptolemy:geotype_ex.907,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.21,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.908,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13.22,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.909,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14.1,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.910,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.911,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.912,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.913,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14.5,urn:cite:ptolemy:geotype.2,
urn:cite:ptolemy:geotype_ex.914,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.915,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14.7,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.916,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.917,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.918,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.919,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.920,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.921,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.6,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.922,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.7,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.923,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.8,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.924,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.9,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.925,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.10,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.926,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.11,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.927,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.12,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.928,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.13,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.929,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.14,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.930,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.15,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.931,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.16,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.932,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.17,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.933,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.18,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.934,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.19,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.935,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.20,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.936,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.21,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.937,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.22,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.938,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.23,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.939,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.24,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.940,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.25,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.941,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.26,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.942,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15.27,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.943,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.944,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.945,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16.3,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.946,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.947,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.948,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.949,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.950,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16.8,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.951,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16.9,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.952,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16.10,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.953,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.954,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17.2,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.955,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17.3,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.956,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.957,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.958,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.959,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.960,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.961,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.2,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.962,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.3,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.963,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.4,urn:cite:ptolemy:geotype.2,
urn:cite:ptolemy:geotype_ex.964,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.5,urn:cite:ptolemy:geotype.4,
